Nodes:    
Node_id Latitude Longitude  
26195485 52.1977 20.9884  
26195490 52.1529 21.0179  
26195502 52.1557 21.0178  
26195507 52.1557 21.0174  
26195512 52.2170 21.0144  
26195518 52.1980 20.9885  
26195523 52.1532 21.0162  
26195530 52.1532 21.0170  
26195537 52.1533 21.0172  
26195542 52.1535 21.0174  
26195546 52.1543 21.0175  
26195555 52.1534 21.0148  
26206597 52.1277 21.0175  
26206600 52.1265 21.0175  
26206603 52.1691 20.9995  
26206606 52.1683 21.0027  
26206607 52.1674 21.0067  
26206608 52.1685 21.0074  
26206611 52.1675 21.0097  
26206614 52.1670 21.0118  
26206617 52.1682 21.0126  
26308848 52.1954 21.0022  
26308849 52.1953 21.0035  
26308850 52.1952 21.0049  
26308851 52.1953 21.0068  
26308852 52.1929 21.0078  
26308853 52.1933 21.0100  
26308854 52.1918 21.0107  
26308855 52.1915 21.0107  
26308856 52.1912 21.0106  
26308857 52.1910 21.0103  
26308858 52.1907 21.0098  
26308859 52.1902 21.0081  
26308860 52.1900 21.0074  
26308861 52.1897 21.0074  
26308862 52.1891 21.0074  
26308863 52.1877 21.0074  
26308864 52.1833 21.0076  
26308865 52.1834 21.0141  
26308867 52.1773 21.0026  
26308868 52.1767 21.0026  
26308869 52.1713 21.0191  
26308870 52.1713 21.0187  
26308871 52.1712 21.0157  
26308872 52.1712 21.0152  
26308873 52.1726 21.0114  
26308874 52.1714 21.0181  
26311015 52.1685 21.0122  
26311017 52.1678 21.0143  
26311018 52.1672 21.0163  
26311020 52.1670 21.0169  
26311022 52.1668 21.0171  
26311023 52.1660 21.0177  
26311024 52.1644 21.0176  
26311025 52.1618 21.0176  
26311026 52.1666 21.0173  
26311027 52.1662 21.0176  
26311028 52.1674 21.0155  
26311029 52.1975 20.9883  
26311030 52.1966 20.9928  
26311032 52.1961 20.9966  
26311034 52.1954 21.0013  
26311036 52.1957 21.0013  
26350113 52.2250 21.0034  
26385830 52.1328 21.0162  
26385831 52.1324 21.0178  
26385832 52.1955 21.0083  
26385833 52.1957 21.0105  
26386054 52.1867 21.0019  
26386055 52.1790 21.0021  
26386056 52.1857 21.0023  
26386057 52.1857 21.0019  
26386058 52.1833 21.0020  
26386059 52.1781 21.0019  
26386060 52.1784 21.0020  
26386061 52.1782 21.0019  
26386062 52.1777 21.0020  
26386063 52.1770 21.0021  
26386066 52.1751 21.0024  
26386068 52.1741 21.0027  
26386070 52.1736 21.0030  
26386071 52.1729 21.0035  
26386073 52.1722 21.0042  
26386075 52.1716 21.0051  
26386076 52.1705 21.0075  
26386081 52.1688 21.0112  
26386082 52.1737 21.0032  
26386083 52.1718 21.0052  
26386085 52.1981 20.9877  
26386087 52.1983 20.9877  
26386088 52.1981 20.9885  
26386090 52.1981 20.9887  
26386091 52.1990 20.9901  
26386092 52.1834 21.0200  
26386093 52.1799 20.9937  
26405528 52.1708 21.0039  
26405529 52.1775 20.9888  
26405530 52.1810 20.9908  
26405531 52.1812 20.9896  
26405532 52.1814 20.9894  
26405533 52.1825 20.9887  
26405534 52.1855 20.9886  
26405552 52.1530 21.0175  
26405553 52.1778 21.0217  
26405554 52.1733 21.0201  
26405556 52.1667 21.0177  
26405557 52.1795 21.0221  
26405558 52.1658 21.0175  
26405559 52.1642 21.0175  
26405560 52.1617 21.0172  
26405561 52.1656 21.0171  
26405562 52.1662 21.0170  
26405563 52.1664 21.0166  
26405564 52.1670 21.0151  
26405565 52.1663 21.0168  
26405566 52.1511 21.0178  
26405567 52.1424 21.0179  
26405568 52.1323 21.0181  
26405569 52.1277 21.0180  
26405570 52.1265 21.0180  
26405571 52.1277 21.0182  
26458745 52.1774 21.0137  
26458746 52.1761 21.0132  
26458747 52.1743 21.0124  
26458748 52.1780 21.0028  
26458749 52.1779 21.0040  
26458750 52.1781 21.0045  
26458751 52.1780 21.0069  
26458752 52.1782 21.0083  
26458753 52.1788 21.0100  
26458754 52.1794 21.0119  
26458755 52.1798 21.0136  
26458756 52.1798 21.0141  
26458757 52.1780 21.0021  
26458758 52.1806 20.9905  
26459045 52.1277 21.0167  
26459046 52.1265 21.0167  
26485601 52.1662 21.0297  
26485602 52.1665 21.0318  
26485603 52.1683 21.0377  
26485604 52.1696 21.0400  
26485605 52.1720 21.0429  
26485606 52.1731 21.0438  
26485607 52.1739 21.0442  
26485608 52.1747 21.0444  
26485609 52.1811 21.0453  
26485610 52.1874 21.0463  
26485611 52.1887 21.0466  
26485612 52.1901 21.0472  
26485613 52.1919 21.0452  
26485614 52.1914 21.0431  
26485615 52.1900 21.0446  
26485616 52.2067 21.0311  
26485617 52.2134 21.0210  
26485618 52.2094 21.0257  
26485619 52.2110 21.0247  
26485621 52.2122 21.0235  
26485622 52.2132 21.0219  
26485623 52.2136 21.0221  
26485624 52.2138 21.0219  
26485625 52.2138 21.0214  
26485626 52.2083 21.0271  
26485627 52.2070 21.0295  
26485628 52.1662 21.0183  
26485631 52.1661 21.0227  
26485636 52.1659 21.0206  
26485642 52.1654 21.0189  
26485647 52.1649 21.0183  
26485649 52.1639 21.0177  
26485650 52.1627 21.0176  
26485651 52.1792 21.0212  
26485652 52.1796 21.0204  
26485653 52.1799 21.0194  
26485654 52.1800 21.0185  
26485655 52.1799 21.0207  
26485656 52.1800 21.0165  
26485657 52.1787 21.0137  
26485658 52.1792 21.0137  
26485659 52.1795 21.0137  
26485660 52.1796 21.0135  
26485661 52.1792 21.0120  
26485662 52.1789 21.0122  
26485663 52.1843 21.0201  
26485664 52.1834 21.0204  
26485665 52.1824 21.0207  
26485669 52.1798 21.0217  
26485670 52.2184 21.0144  
26485673 52.2179 21.0150  
26486134 52.1664 21.0183  
26486135 52.1668 21.0167  
26486136 52.1676 21.0145  
26515323 52.1793 20.9973  
26515330 52.1790 20.9996  
26515338 52.1788 21.0006  
26515346 52.1787 21.0012  
26515352 52.1785 21.0019  
26515362 52.1782 21.0022  
26515369 52.1777 21.0023  
26515375 52.1773 21.0023  
26515383 52.1766 21.0024  
26515496 52.1807 20.9906  
26515498 52.1819 20.9846  
26515499 52.1821 20.9845  
26515501 52.1824 20.9825  
26515503 52.1828 20.9816  
26515504 52.1826 20.9816  
26515506 52.1829 20.9803  
26515507 52.1833 20.9790  
26515509 52.1834 20.9785  
26515511 52.1838 20.9787  
26515513 52.1816 20.9783  
26515515 52.1744 20.9793  
26515517 52.1816 20.9780  
26515518 52.1740 20.9793  
26515520 52.1735 20.9790  
26515522 52.1730 20.9785  
26515523 52.1723 20.9770  
26515525 52.1722 20.9762  
26515526 52.1732 20.9730  
26515530 52.1745 20.9796  
26519267 52.1666 21.0161  
26780284 52.1616 21.0212  
26780285 52.1614 21.0213  
26780286 52.1615 21.0214  
26780287 52.1614 21.0212  
26780288 52.1615 21.0211  
26909485 52.1078 20.9799  
26909486 52.1081 20.9802  
26909487 52.1109 20.9845  
26909488 52.1115 20.9869  
26909489 52.1098 20.9969  
26909490 52.1105 21.0093  
26909491 52.1104 21.0115  
26909492 52.1113 21.0184  
26909494 52.1113 21.0187  
26909509 52.1936 20.9913  
26909510 52.1932 20.9928  
26909512 52.1927 20.9925  
26909513 52.1919 20.9930  
26909514 52.1905 20.9927  
26909515 52.1915 20.9930  
26966280 52.1089 21.0480  
26966281 52.1124 21.0446  
26966282 52.1131 21.0432  
26966283 52.1125 21.0410  
26966284 52.1121 21.0412  
26966285 52.1112 21.0378  
26966286 52.1133 21.0315  
26966287 52.1084 21.0306  
26966288 52.1083 21.0187  
26966289 52.1734 21.0194  
26966290 52.1740 21.0161  
26966291 52.1710 21.0106  
26966292 52.1711 21.0101  
26966293 52.1712 21.0074  
26966294 52.1721 21.0057  
27166828 52.2220 21.2692  
27166829 52.2223 21.2622  
27166830 52.2225 21.2559  
27166831 52.2227 21.2504  
27166832 52.2228 21.2470  
27166833 52.2230 21.2431  
27166834 52.2231 21.2395  
27166835 52.2232 21.2368  
27166836 52.2233 21.2329  
27166837 52.2235 21.2293  
27166838 52.2236 21.2245  
27166839 52.2237 21.2198  
27166843 52.2239 21.2157  
27166844 52.2241 21.2110  
27166846 52.2243 21.2051  
27166850 52.2245 21.1980  
27166853 52.2248 21.1892  
27166859 52.2252 21.1786  
27166869 52.2255 21.1704  
27166872 52.2257 21.1655  
27166874 52.2259 21.1615  
27166879 52.2259 21.1591  
27166881 52.2261 21.1554  
27166882 52.2261 21.1525  
27166883 52.2262 21.1483  
27166884 52.2263 21.1464  
27166885 52.2264 21.1455  
27166886 52.2266 21.1447  
27166887 52.2271 21.1434  
27166888 52.2279 21.1414  
27166889 52.2286 21.1398  
27166890 52.2301 21.1366  
27166891 52.2308 21.1348  
27166892 52.2313 21.1339  
27166893 52.2315 21.1332  
27166894 52.2319 21.1323  
27166895 52.2324 21.1312  
27166896 52.2332 21.1293  
27166897 52.2335 21.1286  
27166898 52.2341 21.1272  
27166899 52.2349 21.1255  
27166900 52.2356 21.1241  
27166901 52.2360 21.1232  
27166903 52.2364 21.1224  
27166904 52.2367 21.1217  
27166906 52.2372 21.1204  
27166908 52.2363 21.1193  
27166912 52.2352 21.1180  
27166916 52.2352 21.1175  
27166918 52.2352 21.1135  
27166920 52.2341 21.1134  
27166922 52.2329 21.1132  
27166924 52.2331 21.1117  
27166926 52.2334 21.1090  
27166928 52.2335 21.1082  
27166938 52.2339 21.1046  
27166940 52.2340 21.1035  
27166942 52.2344 21.0995  
27166944 52.2348 21.0964  
27166946 52.2351 21.0935  
27166949 52.2358 21.0895  
27166951 52.2360 21.0876  
27166955 52.2361 21.0855  
27166957 52.2359 21.0840  
27166959 52.2357 21.0822  
27166961 52.2354 21.0802  
27166963 52.2353 21.0795  
27166965 52.2330 21.0756  
27166969 52.2323 21.0744  
27166971 52.2308 21.0720  
27166973 52.2292 21.0657  
27166975 52.2281 21.0616  
27166977 52.2269 21.0568  
27166979 52.2257 21.0512  
27166981 52.2245 21.0450  
27166983 52.2236 21.0411  
27166986 52.2215 21.0341  
27166988 52.2208 21.0310  
27166991 52.2178 21.0197  
27166993 52.2176 21.0188  
27166995 52.2174 21.0177  
27166998 52.2170 21.0121  
27167000 52.2169 21.0072  
27167002 52.2169 21.0058  
27167004 52.2168 21.0046  
27167006 52.2168 21.0008  
27167008 52.2168 21.0003  
27167010 52.2167 20.9986  
27167012 52.2166 20.9968  
27167014 52.2164 20.9932  
27167016 52.2162 20.9909  
27167018 52.2162 20.9896  
27167021 52.2161 20.9884  
27167023 52.2162 20.9877  
27167025 52.2162 20.9869  
27167027 52.2161 20.9855  
27167029 52.2161 20.9850  
27167032 52.2160 20.9841  
27167034 52.2160 20.9832  
27167036 52.2159 20.9824  
27167038 52.2159 20.9822  
27167040 52.2160 20.9816  
27167042 52.2162 20.9812  
27167044 52.2163 20.9809  
27167046 52.2165 20.9805  
27167048 52.2167 20.9797  
27167051 52.2171 20.9785  
27167053 52.2176 20.9772  
27167059 52.2189 20.9733  
27167064 52.2195 20.9712  
27167066 52.2195 20.9708  
27167068 52.2194 20.9704  
27167071 52.2189 20.9692  
27167072 52.2180 20.9663  
27167073 52.2176 20.9652  
27167074 52.2168 20.9627  
27167075 52.2157 20.9593  
27167076 52.2138 20.9552  
27167077 52.2131 20.9542  
27167078 52.2114 20.9516  
27167079 52.2108 20.9508  
27167080 52.2095 20.9488  
27167081 52.2089 20.9478  
27167082 52.2081 20.9467  
27167083 52.2067 20.9444  
27167084 52.2059 20.9432  
27167085 52.2046 20.9413  
27167086 52.2041 20.9407  
27167087 52.2031 20.9391  
27167088 52.2024 20.9382  
27167089 52.2016 20.9369  
27167090 52.2007 20.9356  
27167091 52.1997 20.9341  
27167092 52.1986 20.9324  
27167093 52.2005 20.9356  
27167094 52.2008 20.9360  
27167095 52.2010 20.9364  
27167096 52.2011 20.9366  
27167097 52.2012 20.9367  
27167098 52.2013 20.9367  
27167099 52.2015 20.9361  
27167100 52.2014 20.9359  
27167101 52.2013 20.9357  
27167102 52.2011 20.9357  
27167103 52.2010 20.9360  
27167104 52.2026 20.9379  
27167105 52.2017 20.9367  
27167106 52.2008 20.9354  
27167107 52.1998 20.9339  
27167108 52.2032 20.9388  
27167109 52.2042 20.9403  
27167110 52.2047 20.9411  
27167111 52.2060 20.9430  
27167112 52.2067 20.9442  
27167113 52.2082 20.9463  
27167114 52.2090 20.9475  
27167115 52.2096 20.9486  
27167116 52.2109 20.9506  
27167117 52.2116 20.9514  
27167118 52.2132 20.9540  
27167119 52.2141 20.9553  
27167120 52.2159 20.9592  
27167121 52.2169 20.9625  
27167122 52.2178 20.9651  
27167123 52.2152 20.9573  
27167124 52.2152 20.9575  
27167127 52.1987 20.9322  
27167128 52.1974 20.9300  
27167129 52.1966 20.9289  
27167130 52.1972 20.9303  
27167131 52.1965 20.9292  
27167132 52.2014 20.9365  
27167133 52.2015 20.9370  
27167134 52.2019 20.9375  
27167135 52.2020 20.9370  
27167136 52.2017 20.9365  
27167137 52.2009 20.9354  
27167138 52.2007 20.9351  
27167139 52.2010 20.9368  
27167140 52.2009 20.9372  
27167141 52.2008 20.9375  
27167142 52.2009 20.9377  
27167143 52.2010 20.9373  
27167144 52.2011 20.9369  
27167145 52.2012 20.9374  
27167146 52.2156 20.9631  
27167147 52.2150 20.9648  
27167148 52.2158 20.9615  
27167149 52.2159 20.9608  
27167150 52.2164 20.9603  
27167151 52.2168 20.9602  
27167152 52.2171 20.9600  
27167153 52.2176 20.9600  
27167154 52.2200 20.9598  
27167155 52.2224 20.9583  
27167156 52.2232 20.9581  
27167157 52.2261 20.9574  
27167160 52.2277 20.9558  
27167161 52.2276 20.9539  
27167162 52.2275 20.9517  
27167163 52.2271 20.9496  
27167164 52.2142 20.9672  
27167165 52.2138 20.9684  
27167166 52.2126 20.9718  
27167167 52.2119 20.9738  
27167168 52.2116 20.9749  
27167169 52.2111 20.9763  
27167170 52.2106 20.9778  
27167173 52.2191 20.9688  
27167174 52.2263 20.9446  
27167175 52.2258 20.9397  
27167176 52.2253 20.9373  
27167177 52.2248 20.9356  
27167178 52.2240 20.9327  
27167183 52.2206 20.9191  
27167184 52.2200 20.9162  
27167185 52.2196 20.9148  
27167186 52.2188 20.9109  
27167187 52.2183 20.9090  
27167188 52.2179 20.9075  
27167189 52.2171 20.9038  
27167190 52.2165 20.8987  
27167191 52.2163 20.8945  
27167192 52.2163 20.8925  
27167193 52.2163 20.8887  
27167194 52.2164 20.8851  
27167195 52.2164 20.8791  
27167196 52.2164 20.8750  
27167197 52.2163 20.8678  
27167198 52.2157 20.8570  
27167199 52.2153 20.8506  
27167200 52.2149 20.8438  
27167201 52.2143 20.8384  
27167202 52.2131 20.8312  
27167559 52.1963 20.9288  
27167561 52.1959 20.9283  
27167565 52.1956 20.9305  
27167567 52.1960 20.9279  
27167571 52.1958 20.9277  
27167572 52.1957 20.9284  
27167575 52.1954 20.9313  
27167576 52.1952 20.9324  
27167577 52.1955 20.9314  
27167578 52.1953 20.9325  
27167579 52.1950 20.9338  
27167580 52.1947 20.9349  
27167581 52.1944 20.9366  
27167582 52.1943 20.9373  
27167583 52.1939 20.9394  
27167584 52.1949 20.9338  
27167585 52.1946 20.9348  
27167586 52.1943 20.9365  
27167587 52.1941 20.9373  
27167588 52.1938 20.9394  
27167589 52.1933 20.9418  
27167590 52.1930 20.9435  
27167591 52.1927 20.9452  
27167592 52.1924 20.9469  
27167593 52.1920 20.9487  
27167594 52.1917 20.9503  
27167595 52.1935 20.9419  
27167596 52.1931 20.9436  
27167597 52.1928 20.9453  
27167598 52.1925 20.9470  
27167599 52.1919 20.9499  
27167600 52.1918 20.9508  
27167601 52.1914 20.9529  
27167602 52.1911 20.9543  
27167603 52.1906 20.9566  
27167604 52.1904 20.9580  
27167605 52.1913 20.9527  
27167606 52.1909 20.9543  
27167607 52.1905 20.9565  
27167608 52.1900 20.9577  
27167611 52.1898 20.9584  
27167612 52.1902 20.9587  
27167615 52.1894 20.9573  
27167616 52.1884 20.9564  
27167617 52.1870 20.9552  
27167618 52.1869 20.9555  
27167619 52.1884 20.9569  
27167620 52.1893 20.9578  
27167621 52.1890 20.9613  
27167622 52.1894 20.9604  
27167623 52.1895 20.9605  
27167624 52.1900 20.9594  
27167626 52.1888 20.9623  
27167628 52.1884 20.9636  
27167629 52.1878 20.9651  
27167631 52.1873 20.9666  
27167633 52.1890 20.9622  
27167635 52.1885 20.9637  
27167637 52.1875 20.9667  
27167638 52.1867 20.9691  
27167640 52.1860 20.9713  
27167642 52.1854 20.9732  
27167643 52.1849 20.9746  
27167645 52.1845 20.9758  
27167646 52.1865 20.9690  
27167648 52.1858 20.9712  
27167649 52.1852 20.9731  
27167651 52.1847 20.9745  
27167653 52.1844 20.9757  
27167657 52.1850 20.9532  
27167658 52.1838 20.9520  
27167660 52.1829 20.9510  
27167662 52.1820 20.9500  
27167664 52.1858 20.9544  
27167665 52.1849 20.9536  
27167667 52.1837 20.9523  
27167669 52.1828 20.9513  
27167670 52.1818 20.9502  
27167672 52.1856 20.9552  
27167673 52.1854 20.9559  
27167675 52.1849 20.9582  
27167676 52.1844 20.9602  
27167678 52.1837 20.9631  
27167679 52.1835 20.9641  
27167681 52.1834 20.9647  
27167683 52.1834 20.9653  
27167685 52.1835 20.9659  
27167687 52.1835 20.9672  
27167689 52.1835 20.9678  
27167690 52.1835 20.9682  
27167691 52.1834 20.9688  
27167692 52.1826 20.9712  
27167693 52.1817 20.9735  
27167694 52.1807 20.9758  
27167695 52.1801 20.9773  
27167697 52.1806 20.9485  
27167700 52.1800 20.9478  
27167704 52.1782 20.9460  
27167707 52.1775 20.9452  
27167710 52.1805 20.9488  
27167712 52.1799 20.9481  
27167714 52.1793 20.9475  
27167716 52.1782 20.9463  
27167718 52.1774 20.9455  
27282272 52.1767 20.9443  
27282273 52.1756 20.9432  
27282274 52.1746 20.9421  
27282275 52.1737 20.9411  
27282276 52.1728 20.9401  
27282277 52.1771 20.9452  
27282278 52.1766 20.9449  
27282279 52.1759 20.9447  
27282280 52.1754 20.9445  
27282281 52.1749 20.9440  
27282282 52.1743 20.9432  
27282283 52.1738 20.9423  
27282284 52.1734 20.9415  
27282285 52.1731 20.9410  
27282286 52.1727 20.9404  
27282287 52.1739 20.9446  
27282288 52.1741 20.9447  
27282289 52.1717 20.9390  
27282290 52.1704 20.9376  
27282291 52.1692 20.9362  
27282292 52.1681 20.9351  
27282293 52.1716 20.9392  
27282294 52.1704 20.9379  
27282295 52.1691 20.9365  
27282296 52.1681 20.9353  
27282297 52.1669 20.9338  
27282298 52.1658 20.9326  
27282299 52.1646 20.9312  
27282300 52.1638 20.9306  
27282301 52.1669 20.9340  
27282302 52.1660 20.9331  
27282303 52.1645 20.9314  
27282304 52.1637 20.9307  
27282312 52.1624 20.9289  
27282315 52.1611 20.9276  
27282317 52.1598 20.9262  
27282321 52.1585 20.9249  
27282326 52.1623 20.9291  
27282327 52.1610 20.9277  
27282331 52.1597 20.9264  
27282337 52.1584 20.9250  
27282345 52.1569 20.9235  
27282363 52.1557 20.9221  
27282364 52.1544 20.9209  
27282365 52.1532 20.9196  
27282366 52.1570 20.9233  
27282367 52.1557 20.9220  
27282368 52.1544 20.9207  
27282369 52.1533 20.9195  
27282370 52.1519 20.9180  
27282371 52.1511 20.9172  
27282372 52.1502 20.9162  
27282373 52.1496 20.9154  
27282374 52.1486 20.9142  
27282375 52.1477 20.9130  
27282376 52.1518 20.9182  
27282377 52.1510 20.9173  
27282378 52.1501 20.9163  
27282379 52.1495 20.9156  
27282380 52.1485 20.9144  
27282381 52.1476 20.9131  
27282382 52.1461 20.9111  
27282383 52.1456 20.9104  
27282384 52.1436 20.9079  
27282385 52.1422 20.9060  
27282386 52.1413 20.9048  
27282387 52.1462 20.9110  
27282388 52.1456 20.9103  
27282389 52.1437 20.9077  
27282390 52.1423 20.9058  
27282391 52.1414 20.9047  
27282394 52.1401 20.9029  
27282395 52.1393 20.9019  
27282397 52.1383 20.9005  
27282398 52.1373 20.8991  
27282399 52.1369 20.8980  
27282400 52.1364 20.8971  
27282401 52.1357 20.8960  
27282402 52.1400 20.9030  
27282403 52.1392 20.9020  
27282404 52.1382 20.9007  
27282405 52.1379 20.9004  
27282406 52.1375 20.9002  
27282407 52.1373 20.8997  
27282409 52.1367 20.8981  
27282410 52.1362 20.8974  
27282411 52.1356 20.8964  
27282412 52.1348 20.8943  
27282413 52.1338 20.8926  
27282414 52.1329 20.8911  
27282415 52.1317 20.8890  
27282416 52.1346 20.8946  
27282417 52.1336 20.8929  
27282418 52.1328 20.8914  
27282419 52.1314 20.8892  
27282420 52.1330 20.8934  
27282421 52.1328 20.8935  
27282422 52.1326 20.8939  
27282423 52.1326 20.8943  
27282424 52.1324 20.8961  
27282425 52.1324 20.8969  
27282427 52.1306 20.8873  
27282428 52.1294 20.8852  
27282429 52.1282 20.8830  
27282430 52.1267 20.8806  
27282431 52.1305 20.8875  
27282432 52.1292 20.8854  
27282433 52.1280 20.8833  
27282434 52.1265 20.8808  
27282435 52.1250 20.8783  
27282436 52.1237 20.8761  
27282437 52.1225 20.8740  
27282438 52.1213 20.8720  
27282439 52.1252 20.8780  
27282440 52.1239 20.8758  
27282441 52.1226 20.8736  
27282442 52.1215 20.8717  
27282443 52.1203 20.8698  
27282444 52.1192 20.8678  
27282445 52.1183 20.8663  
27282446 52.1178 20.8655  
27282447 52.1175 20.8649  
27282448 52.1165 20.8624  
27282449 52.1202 20.8700  
27282450 52.1191 20.8681  
27282451 52.1182 20.8666  
27282452 52.1177 20.8657  
27282453 52.1171 20.8644  
27282454 52.1164 20.8626  
27282455 52.1152 20.8597  
27282456 52.1141 20.8569  
27282457 52.1130 20.8542  
27282458 52.1154 20.8595  
27282459 52.1142 20.8567  
27282460 52.1132 20.8540  
27282461 52.1122 20.8517  
27282462 52.1112 20.8490  
27282463 52.1099 20.8460  
27282464 52.1089 20.8436  
27282465 52.1121 20.8520  
27282466 52.1110 20.8493  
27282467 52.1098 20.8464  
27282468 52.1088 20.8438  
27282469 52.1080 20.8418  
27282470 52.1069 20.8391  
27282472 52.1081 20.8416  
27282473 52.1070 20.8390  
28396110 52.1924 21.0483  
28396112 52.1942 21.0493  
28396114 52.1955 21.0505  
28396116 52.1967 21.0515  
28396118 52.1972 21.0517  
28396120 52.1977 21.0516  
28396122 52.1982 21.0514  
28396127 52.1992 21.0509  
28396129 52.2158 21.0464  
28396130 52.2198 21.0458  
28396132 52.2319 21.0407  
28396133 52.2336 21.0391  
28396135 52.2358 21.0377  
28396137 52.2389 21.0334  
28396139 52.2437 21.0265  
28396140 52.2453 21.0233  
28396142 52.2677 21.0018  
28396143 52.2544 21.0125  
28396145 52.2569 21.0100  
28396146 52.2696 20.9987  
28396148 52.2804 20.9924  
28396151 52.2837 20.9894  
28396152 52.2881 20.9825  
28396153 52.2962 20.9637  
28396155 52.2998 20.9563  
28396156 52.3020 20.9478  
28396159 52.3032 20.9399  
28396165 52.2480 21.0193  
28396167 52.2615 21.0064  
28396170 52.2636 21.0049  
29167757 52.1967 21.0512  
29167813 52.2234 21.1065  
29167814 52.2273 21.1128  
29167815 52.2303 21.1177  
29167816 52.2313 21.1194  
29167817 52.2320 21.1210  
29167818 52.2324 21.1229  
29167820 52.2325 21.1248  
29167823 52.2328 21.1258  
29167825 52.2331 21.1264  
29167827 52.2335 21.1269  
29167828 52.2338 21.1273  
29167829 52.2338 21.1279  
29167838 52.2232 21.2307  
29167839 52.2215 21.2306  
29167841 52.2214 21.2306  
29167844 52.2214 21.2305  
29167846 52.2215 21.2305  
29167847 52.2215 21.2306  
29167849 52.2214 21.2306  
29167851 52.2218 21.2306  
29167853 52.2206 21.2305  
29167855 52.2189 21.2303  
29167857 52.2165 21.2301  
29167862 52.2161 21.2390  
29167864 52.2160 21.2393  
29167866 52.2160 21.2394  
