Time(minutes) NodeBegin NodeEnd NrOfCars
2 254531306_254531307 254531306 254531307 32
2 253167893_253167894 253167893 253167894 24
2 252341855_34555652 252341855 34555652 42
2 34554753_34554755 34554753 34554755 12
2 131642290_131642292 131642290 131642292 0
2 251907737_26485601 251907737 26485601 46
2 32676754_32676755 32676754 32676755 5
2 55461850_26385831 55461850 26385831 4
2 27167174_34815626 27167174 34815626 19
2 35159250_35159252 35159250 35159252 0
2 36662877_27166975 36662877 27166975 86
2 32690965_32690955 32690965 32690955 180
2 35988349_27166983 35988349 27166983 51
2 34678020_34678019 34678020 34678019 17
2 252338966_34813430 252338966 34813430 52
2 251852560_34522515 251852560 34522515 79
2 31156666_252406520 31156666 252406520 15
2 34461526_254611758 34461526 254611758 165
2 261212841_261212839 261212841 261212839 3
2 34555059_252341930 34555059 252341930 17
2 216205665_252338939 216205665 252338939 418
2 251881964_27166951 251881964 27166951 9
2 32572883_32572882 32572883 32572882 9
2 132225956_59842186 132225956 59842186 73
2 32675474_32675472 32675474 32675472 2
2 258495253_258499924 258495253 258499924 5
2 32320937_33199595 32320937 33199595 2
2 35980955_35966858 35980955 35966858 8
2 259412303_259412293 259412303 259412293 12
2 32333962_32333963 32333962 32333963 14
2 31156924_31156925 31156924 31156925 53
2 261070705_261070706 261070705 261070706 15
2 34523712_34523711 34523712 34523711 102
2 34533187_209094332 34533187 209094332 78
2 32627805_38428535 32627805 38428535 11
2 31718366_31718331 31718366 31718331 36
2 252338828_216205914 252338828 216205914 2
2 252406516_84843008 252406516 84843008 33
2 32629251_32629265 32629251 32629265 0
2 36266781_36266773 36266781 36266773 5
2 31803703_33810540 31803703 33810540 36
2 31156660_34678010 31156660 34678010 42
2 34678002_97964818 34678002 97964818 9
2 32335043_26515509 32335043 26515509 79
2 99350016_251881722 99350016 251881722 91
2 26118690_254513587 26118690 254513587 39
2 32594635_32553383 32594635 32553383 23
2 31807244_252025700 31807244 252025700 0
2 31158725_212881026 31158725 212881026 20
2 27166924_27166922 27166924 27166922 8
2 32049282_32049280 32049282 32049280 167
2 209167552_209167555 209167552 209167555 10
2 201867156_32601859 201867156 32601859 57
2 254526173_254526132 254526173 254526132 47
2 59842203_59842200 59842203 59842200 113
2 59842210_252417594 59842210 252417594 114
2 34678024_34678023 34678024 34678023 32
2 247810696_252907846 247810696 252907846 1
2 253181910_27282448 253181910 27282448 2
2 207561458_207561462 207561458 207561462 63
2 35969470_35969472 35969470 35969472 7
2 34539001_252340039 34539001 252340039 156
2 29167829_27166897 29167829 27166897 25
2 32021985_32021986 32021985 32021986 10
2 32892124_32628661 32892124 32628661 34
2 27167104_27167105 27167104 27167105 8
2 254531334_254531335 254531334 254531335 0
2 32528049_32528038 32528049 32528038 0
2 254526110_254526091 254526110 254526091 0
2 32528082_32528068 32528082 32528068 10
2 206358265_206358237 206358265 206358237 44
2 31156950_31156949 31156950 31156949 15
2 31158851_34819772 31158851 34819772 0
2 257441139_32676762 257441139 32676762 10
2 32320949_32627809 32320949 32627809 0
2 32320963_32320965 32320963 32320965 54
2 32912934_32598967 32912934 32598967 58
2 32334001_32333999 32334001 32333999 73
2 35975940_252343345 35975940 252343345 65
2 34522494_34522484 34522494 34522484 79
2 32333989_41060238 32333989 41060238 35
2 52808302_52808298 52808302 52808298 1
2 Wawelska 30901479 32329842 2
2 Wawelska 32329842 32329843 3
2 Wawelska 32329843 54094101 3
2 Wawelska 54094101 32329844 3
2 Wawelska 32329844 32329845 3
2 Wawelska 32329845 32329846 3
2 Wawelska 32329846 32329847 3
2 Wawelska 32329847 32329848 3
2 Wawelska 32329848 32329849 3
2 Wawelska 32329849 32329852 10
2 Wawelska 32329852 32329851 16
3 31156945_31156947 31156945 31156947 20
3 27167600_27167599 27167600 27167599 36
3 36663554_36663553 36663554 36663553 1
3 34555050_252408161 34555050 252408161 33
3 34816514_34816516 34816514 34816516 29
3 31930544_31930533 31930544 31930533 6
3 36307573_36307574 36307573 36307574 13
3 31153918_252343340 31153918 252343340 1
3 32528050_32528037 32528050 32528037 0
3 32675842_32675840 32675842 32675840 16
3 28396135_32529959 28396135 32529959 19
3 32333980_32215286 32333980 32215286 152
3 34696733_34696730 34696733 34696730 6
3 132460751_27282383 132460751 27282383 56
3 251774709_60054506 251774709 60054506 17
3 32601849_32601847 32601849 32601847 12
3 252338817_216205781 252338817 216205781 3
3 34461446_34461444 34461446 34461444 163
3 254531306_254531307 254531306 254531307 37
3 253167893_253167894 253167893 253167894 25
3 252341855_34555652 252341855 34555652 56
3 34554753_34554755 34554753 34554755 7
3 131642290_131642292 131642290 131642292 0
3 251907737_26485601 251907737 26485601 27
3 32676754_32676755 32676754 32676755 20
3 55461850_26385831 55461850 26385831 7
3 27167174_34815626 27167174 34815626 33
3 35159250_35159252 35159250 35159252 0
3 36662877_27166975 36662877 27166975 19
3 32690965_32690955 32690965 32690955 173
3 35988349_27166983 35988349 27166983 74
3 34678020_34678019 34678020 34678019 16
3 252338966_34813430 252338966 34813430 75
3 251852560_34522515 251852560 34522515 17
3 31156666_252406520 31156666 252406520 26
3 34461526_254611758 34461526 254611758 107
3 261212841_261212839 261212841 261212839 0
3 34555059_252341930 34555059 252341930 50
3 216205665_252338939 216205665 252338939 135
3 251881964_27166951 251881964 27166951 1
3 32572883_32572882 32572883 32572882 5
3 132225956_59842186 132225956 59842186 95
3 32675474_32675472 32675474 32675472 0
3 258495253_258499924 258495253 258499924 5
3 32320937_33199595 32320937 33199595 17
3 35980955_35966858 35980955 35966858 1
3 259412303_259412293 259412303 259412293 15
3 32333962_32333963 32333962 32333963 42
3 31156924_31156925 31156924 31156925 40
3 261070705_261070706 261070705 261070706 5
3 34523712_34523711 34523712 34523711 83
3 34533187_209094332 34533187 209094332 45
3 32627805_38428535 32627805 38428535 9
3 31718366_31718331 31718366 31718331 10
3 252338828_216205914 252338828 216205914 1
3 252406516_84843008 252406516 84843008 4
3 32629251_32629265 32629251 32629265 20
3 36266781_36266773 36266781 36266773 13
3 31803703_33810540 31803703 33810540 42
3 31156660_34678010 31156660 34678010 59
3 34678002_97964818 34678002 97964818 67
3 32335043_26515509 32335043 26515509 29
3 99350016_251881722 99350016 251881722 72
3 26118690_254513587 26118690 254513587 2
3 32594635_32553383 32594635 32553383 16
3 31807244_252025700 31807244 252025700 0
3 31158725_212881026 31158725 212881026 22
3 27166924_27166922 27166924 27166922 1
3 32049282_32049280 32049282 32049280 202
3 209167552_209167555 209167552 209167555 6
3 201867156_32601859 201867156 32601859 43
3 254526173_254526132 254526173 254526132 1
3 59842203_59842200 59842203 59842200 111
3 59842210_252417594 59842210 252417594 106
3 34678024_34678023 34678024 34678023 35
3 247810696_252907846 247810696 252907846 2
3 253181910_27282448 253181910 27282448 3
3 207561458_207561462 207561458 207561462 15
3 35969470_35969472 35969470 35969472 3
3 34539001_252340039 34539001 252340039 212
3 29167829_27166897 29167829 27166897 53
3 32021985_32021986 32021985 32021986 1
3 32892124_32628661 32892124 32628661 12
3 27167104_27167105 27167104 27167105 19
3 254531334_254531335 254531334 254531335 0
3 32528049_32528038 32528049 32528038 0
3 254526110_254526091 254526110 254526091 2
3 32528082_32528068 32528082 32528068 67
3 206358265_206358237 206358265 206358237 19
3 31156950_31156949 31156950 31156949 10
3 31158851_34819772 31158851 34819772 13
3 257441139_32676762 257441139 32676762 25
3 32320949_32627809 32320949 32627809 0
3 32320963_32320965 32320963 32320965 16
3 32912934_32598967 32912934 32598967 10
3 32334001_32333999 32334001 32333999 35
3 35975940_252343345 35975940 252343345 47
3 34522494_34522484 34522494 34522484 38
3 32333989_41060238 32333989 41060238 67
3 52808302_52808298 52808302 52808298 3
3 Wawelska 30901479 32329842 42
3 Wawelska 32329842 32329843 42
3 Wawelska 32329843 54094101 42
3 Wawelska 54094101 32329844 41
3 Wawelska 32329844 32329845 41
3 Wawelska 32329845 32329846 41
3 Wawelska 32329846 32329847 30
3 Wawelska 32329847 32329848 18
3 Wawelska 32329848 32329849 14
3 Wawelska 32329849 32329852 6
3 Wawelska 32329852 32329851 0
4 31156945_31156947 31156945 31156947 37
4 27167600_27167599 27167600 27167599 44
4 36663554_36663553 36663554 36663553 2
4 34555050_252408161 34555050 252408161 39
4 34816514_34816516 34816514 34816516 31
4 31930544_31930533 31930544 31930533 0
4 36307573_36307574 36307573 36307574 9
4 31153918_252343340 31153918 252343340 7
4 32528050_32528037 32528050 32528037 0
4 32675842_32675840 32675842 32675840 62
4 28396135_32529959 28396135 32529959 20
4 32333980_32215286 32333980 32215286 93
4 34696733_34696730 34696733 34696730 33
4 132460751_27282383 132460751 27282383 156
4 251774709_60054506 251774709 60054506 16
4 32601849_32601847 32601849 32601847 8
4 252338817_216205781 252338817 216205781 0
4 34461446_34461444 34461446 34461444 81
4 254531306_254531307 254531306 254531307 36
4 253167893_253167894 253167893 253167894 24
4 252341855_34555652 252341855 34555652 32
4 34554753_34554755 34554753 34554755 14
4 131642290_131642292 131642290 131642292 0
4 251907737_26485601 251907737 26485601 23
4 32676754_32676755 32676754 32676755 12
4 55461850_26385831 55461850 26385831 10
4 27167174_34815626 27167174 34815626 7
4 35159250_35159252 35159250 35159252 0
4 36662877_27166975 36662877 27166975 100
4 32690965_32690955 32690965 32690955 48
4 35988349_27166983 35988349 27166983 48
4 34678020_34678019 34678020 34678019 27
4 252338966_34813430 252338966 34813430 46
4 251852560_34522515 251852560 34522515 59
4 31156666_252406520 31156666 252406520 29
4 34461526_254611758 34461526 254611758 88
4 261212841_261212839 261212841 261212839 0
4 34555059_252341930 34555059 252341930 38
4 216205665_252338939 216205665 252338939 129
4 251881964_27166951 251881964 27166951 3
4 32572883_32572882 32572883 32572882 15
4 132225956_59842186 132225956 59842186 72
4 32675474_32675472 32675474 32675472 5
4 258495253_258499924 258495253 258499924 13
4 32320937_33199595 32320937 33199595 0
4 35980955_35966858 35980955 35966858 2
4 259412303_259412293 259412303 259412293 41
4 32333962_32333963 32333962 32333963 34
4 31156924_31156925 31156924 31156925 80
4 261070705_261070706 261070705 261070706 3
4 34523712_34523711 34523712 34523711 56
4 34533187_209094332 34533187 209094332 71
4 32627805_38428535 32627805 38428535 13
4 31718366_31718331 31718366 31718331 57
4 252338828_216205914 252338828 216205914 0
4 252406516_84843008 252406516 84843008 22
4 32629251_32629265 32629251 32629265 0
4 36266781_36266773 36266781 36266773 9
4 31803703_33810540 31803703 33810540 22
4 31156660_34678010 31156660 34678010 40
4 34678002_97964818 34678002 97964818 13
4 32335043_26515509 32335043 26515509 81
4 99350016_251881722 99350016 251881722 10
4 26118690_254513587 26118690 254513587 31
4 32594635_32553383 32594635 32553383 26
4 31807244_252025700 31807244 252025700 1
4 31158725_212881026 31158725 212881026 22
4 27166924_27166922 27166924 27166922 22
4 32049282_32049280 32049282 32049280 87
4 209167552_209167555 209167552 209167555 7
4 201867156_32601859 201867156 32601859 89
4 254526173_254526132 254526173 254526132 5
4 59842203_59842200 59842203 59842200 83
4 59842210_252417594 59842210 252417594 77
4 34678024_34678023 34678024 34678023 27
4 247810696_252907846 247810696 252907846 4
4 253181910_27282448 253181910 27282448 13
4 207561458_207561462 207561458 207561462 22
4 35969470_35969472 35969470 35969472 6
4 34539001_252340039 34539001 252340039 140
4 29167829_27166897 29167829 27166897 16
4 32021985_32021986 32021985 32021986 2
4 32892124_32628661 32892124 32628661 65
4 27167104_27167105 27167104 27167105 16
4 254531334_254531335 254531334 254531335 1
4 32528049_32528038 32528049 32528038 0
4 254526110_254526091 254526110 254526091 2
4 32528082_32528068 32528082 32528068 13
4 206358265_206358237 206358265 206358237 18
4 31156950_31156949 31156950 31156949 15
4 31158851_34819772 31158851 34819772 0
4 257441139_32676762 257441139 32676762 27
4 32320949_32627809 32320949 32627809 0
4 32320963_32320965 32320963 32320965 25
4 32912934_32598967 32912934 32598967 51
4 32334001_32333999 32334001 32333999 67
4 35975940_252343345 35975940 252343345 60
4 34522494_34522484 34522494 34522484 82
4 32333989_41060238 32333989 41060238 35
4 52808302_52808298 52808302 52808298 8
4 Wawelska 30901479 32329842 1
4 Wawelska 32329842 32329843 1
4 Wawelska 32329843 54094101 0
4 Wawelska 54094101 32329844 0
4 Wawelska 32329844 32329845 0
4 Wawelska 32329845 32329846 0
4 Wawelska 32329846 32329847 11
4 Wawelska 32329847 32329848 23
4 Wawelska 32329848 32329849 27
4 Wawelska 32329849 32329852 35
4 Wawelska 32329852 32329851 40
5 31156945_31156947 31156945 31156947 20
5 27167600_27167599 27167600 27167599 79
5 36663554_36663553 36663554 36663553 4
5 34555050_252408161 34555050 252408161 35
5 34816514_34816516 34816514 34816516 24
5 31930544_31930533 31930544 31930533 14
5 36307573_36307574 36307573 36307574 4
5 31153918_252343340 31153918 252343340 10
5 32528050_32528037 32528050 32528037 0
5 32675842_32675840 32675842 32675840 18
5 28396135_32529959 28396135 32529959 9
5 32333980_32215286 32333980 32215286 48
5 34696733_34696730 34696733 34696730 4
5 132460751_27282383 132460751 27282383 24
5 251774709_60054506 251774709 60054506 14
5 32601849_32601847 32601849 32601847 2
5 252338817_216205781 252338817 216205781 2
5 34461446_34461444 34461446 34461444 104
5 254531306_254531307 254531306 254531307 41
5 253167893_253167894 253167893 253167894 29
5 252341855_34555652 252341855 34555652 58
5 34554753_34554755 34554753 34554755 7
5 131642290_131642292 131642290 131642292 0
5 251907737_26485601 251907737 26485601 35
5 32676754_32676755 32676754 32676755 23
5 55461850_26385831 55461850 26385831 8
5 27167174_34815626 27167174 34815626 2
5 35159250_35159252 35159250 35159252 0
5 36662877_27166975 36662877 27166975 18
5 32690965_32690955 32690965 32690955 42
5 35988349_27166983 35988349 27166983 129
5 34678020_34678019 34678020 34678019 15
5 252338966_34813430 252338966 34813430 46
5 251852560_34522515 251852560 34522515 11
5 31156666_252406520 31156666 252406520 25
5 34461526_254611758 34461526 254611758 103
5 261212841_261212839 261212841 261212839 0
5 34555059_252341930 34555059 252341930 64
5 216205665_252338939 216205665 252338939 120
5 251881964_27166951 251881964 27166951 1
5 32572883_32572882 32572883 32572882 6
5 132225956_59842186 132225956 59842186 20
5 32675474_32675472 32675474 32675472 1
5 258495253_258499924 258495253 258499924 6
5 32320937_33199595 32320937 33199595 17
5 35980955_35966858 35980955 35966858 4
5 259412303_259412293 259412303 259412293 18
5 32333962_32333963 32333962 32333963 49
5 31156924_31156925 31156924 31156925 54
5 261070705_261070706 261070705 261070706 2
5 34523712_34523711 34523712 34523711 55
5 34533187_209094332 34533187 209094332 76
5 32627805_38428535 32627805 38428535 8
5 31718366_31718331 31718366 31718331 11
5 252338828_216205914 252338828 216205914 0
5 252406516_84843008 252406516 84843008 6
5 32629251_32629265 32629251 32629265 5
5 36266781_36266773 36266781 36266773 15
5 31803703_33810540 31803703 33810540 33
5 31156660_34678010 31156660 34678010 44
5 34678002_97964818 34678002 97964818 71
5 32335043_26515509 32335043 26515509 19
5 99350016_251881722 99350016 251881722 75
5 26118690_254513587 26118690 254513587 14
5 32594635_32553383 32594635 32553383 23
5 31807244_252025700 31807244 252025700 0
5 31158725_212881026 31158725 212881026 22
5 27166924_27166922 27166924 27166922 8
5 32049282_32049280 32049282 32049280 41
5 209167552_209167555 209167552 209167555 8
5 201867156_32601859 201867156 32601859 27
5 254526173_254526132 254526173 254526132 2
5 59842203_59842200 59842203 59842200 13
5 59842210_252417594 59842210 252417594 17
5 34678024_34678023 34678024 34678023 29
5 247810696_252907846 247810696 252907846 2
5 253181910_27282448 253181910 27282448 5
5 207561458_207561462 207561458 207561462 22
5 35969470_35969472 35969470 35969472 5
5 34539001_252340039 34539001 252340039 103
5 29167829_27166897 29167829 27166897 72
5 32021985_32021986 32021985 32021986 1
5 32892124_32628661 32892124 32628661 15
5 27167104_27167105 27167104 27167105 18
5 254531334_254531335 254531334 254531335 0
5 32528049_32528038 32528049 32528038 0
5 254526110_254526091 254526110 254526091 1
5 32528082_32528068 32528082 32528068 68
5 206358265_206358237 206358265 206358237 12
5 31156950_31156949 31156950 31156949 22
5 31158851_34819772 31158851 34819772 28
5 257441139_32676762 257441139 32676762 7
5 32320949_32627809 32320949 32627809 0
5 32320963_32320965 32320963 32320965 11
5 32912934_32598967 32912934 32598967 18
5 32334001_32333999 32334001 32333999 35
5 35975940_252343345 35975940 252343345 45
5 34522494_34522484 34522494 34522484 61
5 32333989_41060238 32333989 41060238 49
5 52808302_52808298 52808302 52808298 6
5 Wawelska 30901479 32329842 16
5 Wawelska 32329842 32329843 15
5 Wawelska 32329843 54094101 16
5 Wawelska 54094101 32329844 14
5 Wawelska 32329844 32329845 14
5 Wawelska 32329845 32329846 14
5 Wawelska 32329846 32329847 14
5 Wawelska 32329847 32329848 14
5 Wawelska 32329848 32329849 13
5 Wawelska 32329849 32329852 6
5 Wawelska 32329852 32329851 0
6 31156945_31156947 31156945 31156947 38
6 27167600_27167599 27167600 27167599 54
6 36663554_36663553 36663554 36663553 1
6 34555050_252408161 34555050 252408161 41
6 34816514_34816516 34816514 34816516 25
6 31930544_31930533 31930544 31930533 0
6 36307573_36307574 36307573 36307574 2
6 31153918_252343340 31153918 252343340 0
6 32528050_32528037 32528050 32528037 0
6 32675842_32675840 32675842 32675840 51
6 28396135_32529959 28396135 32529959 6
6 32333980_32215286 32333980 32215286 37
6 34696733_34696730 34696733 34696730 45
6 132460751_27282383 132460751 27282383 203
6 251774709_60054506 251774709 60054506 20
6 32601849_32601847 32601849 32601847 6
6 252338817_216205781 252338817 216205781 26
6 34461446_34461444 34461446 34461444 30
6 254531306_254531307 254531306 254531307 34
6 253167893_253167894 253167893 253167894 34
6 252341855_34555652 252341855 34555652 32
6 34554753_34554755 34554753 34554755 11
6 131642290_131642292 131642290 131642292 0
6 251907737_26485601 251907737 26485601 29
6 32676754_32676755 32676754 32676755 2
6 55461850_26385831 55461850 26385831 12
6 27167174_34815626 27167174 34815626 10
6 35159250_35159252 35159250 35159252 0
6 36662877_27166975 36662877 27166975 101
6 32690965_32690955 32690965 32690955 59
6 35988349_27166983 35988349 27166983 54
6 34678020_34678019 34678020 34678019 14
6 252338966_34813430 252338966 34813430 41
6 251852560_34522515 251852560 34522515 67
6 31156666_252406520 31156666 252406520 16
6 34461526_254611758 34461526 254611758 62
6 261212841_261212839 261212841 261212839 0
6 34555059_252341930 34555059 252341930 35
6 216205665_252338939 216205665 252338939 85
6 251881964_27166951 251881964 27166951 0
6 32572883_32572882 32572883 32572882 9
6 132225956_59842186 132225956 59842186 25
6 32675474_32675472 32675474 32675472 4
6 258495253_258499924 258495253 258499924 8
6 32320937_33199595 32320937 33199595 2
6 35980955_35966858 35980955 35966858 3
6 259412303_259412293 259412303 259412293 6
6 32333962_32333963 32333962 32333963 34
6 31156924_31156925 31156924 31156925 65
6 261070705_261070706 261070705 261070706 7
6 34523712_34523711 34523712 34523711 44
6 34533187_209094332 34533187 209094332 33
6 32627805_38428535 32627805 38428535 15
6 31718366_31718331 31718366 31718331 35
6 252338828_216205914 252338828 216205914 6
6 252406516_84843008 252406516 84843008 25
6 32629251_32629265 32629251 32629265 0
6 36266781_36266773 36266781 36266773 15
6 31803703_33810540 31803703 33810540 17
6 31156660_34678010 31156660 34678010 19
6 34678002_97964818 34678002 97964818 1
6 32335043_26515509 32335043 26515509 53
6 99350016_251881722 99350016 251881722 14
6 26118690_254513587 26118690 254513587 26
6 32594635_32553383 32594635 32553383 7
6 31807244_252025700 31807244 252025700 1
6 31158725_212881026 31158725 212881026 19
6 27166924_27166922 27166924 27166922 0
6 32049282_32049280 32049282 32049280 18
6 209167552_209167555 209167552 209167555 5
6 201867156_32601859 201867156 32601859 38
6 254526173_254526132 254526173 254526132 2
6 59842203_59842200 59842203 59842200 23
6 59842210_252417594 59842210 252417594 23
6 34678024_34678023 34678024 34678023 24
6 247810696_252907846 247810696 252907846 4
6 253181910_27282448 253181910 27282448 10
6 207561458_207561462 207561458 207561462 32
6 35969470_35969472 35969470 35969472 34
6 34539001_252340039 34539001 252340039 71
6 29167829_27166897 29167829 27166897 31
6 32021985_32021986 32021985 32021986 0
6 32892124_32628661 32892124 32628661 65
6 27167104_27167105 27167104 27167105 11
6 254531334_254531335 254531334 254531335 0
6 32528049_32528038 32528049 32528038 0
6 254526110_254526091 254526110 254526091 0
6 32528082_32528068 32528082 32528068 24
6 206358265_206358237 206358265 206358237 28
6 31156950_31156949 31156950 31156949 19
6 31158851_34819772 31158851 34819772 0
6 257441139_32676762 257441139 32676762 2
6 32320949_32627809 32320949 32627809 0
6 32320963_32320965 32320963 32320965 19
6 32912934_32598967 32912934 32598967 58
6 32334001_32333999 32334001 32333999 45
6 35975940_252343345 35975940 252343345 55
6 34522494_34522484 34522494 34522484 33
6 32333989_41060238 32333989 41060238 10
6 52808302_52808298 52808302 52808298 5
6 Wawelska 30901479 32329842 4
6 Wawelska 32329842 32329843 4
6 Wawelska 32329843 54094101 0
6 Wawelska 54094101 32329844 0
6 Wawelska 32329844 32329845 0
6 Wawelska 32329845 32329846 0
6 Wawelska 32329846 32329847 0
6 Wawelska 32329847 32329848 0
6 Wawelska 32329848 32329849 1
6 Wawelska 32329849 32329852 8
6 Wawelska 32329852 32329851 14
